TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Red liquid alien head + alternate hand with decapitated Insect guy head","3D printed red liquid alien head + alternate hand with decapitated Insect guy head (FIGURE NOT INCLUDED)",45,GBP,3,"tangible_effects,props,accessories,3D_printed,toy_accessories,accessory_pack,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/591723/3329471579/il_fullxfull.3329471579_fenr.jpg,https://i.etsystatic.com/22049125/r/il/b45b20/3329471575/il_fullxfull.3329471575_5u3m.jpg,https://i.etsystatic.com/22049125/r/il/2617d1/3281782158/il_fullxfull.3281782158_q85e.jpg,,,,,,,,,,,,,,
"Rockstar tree stump x2","2x 3D printed and painted rockstar tree stump static figures",10,GBP,14,,,https://i.etsystatic.com/22049125/r/il/a2b690/5233133281/il_fullxfull.5233133281_9hpp.jpg,https://i.etsystatic.com/22049125/r/il/2416b9/5233133269/il_fullxfull.5233133269_cj92.jpg,,,,,,,,,,,,,,,
"1x smoke base effect (FIGURE NOT INCLUDED) ***please state which colour you want***","1x 3D printed smoke base effect (FIGURE NOT INCLUDED)
***please state which colour you want***",35,GBP,5,"toy_prop,toy_accessories,miniature,toy_props,accessories,toy_accessory,6_inch_scale,RDJ_custom_creations,action_figure,3D_printed",,https://i.etsystatic.com/22049125/r/il/352ec2/6110005201/il_fullxfull.6110005201_drxk.jpg,https://i.etsystatic.com/22049125/r/il/c47a15/6061939754/il_fullxfull.6061939754_lsu8.jpg,https://i.etsystatic.com/22049125/r/il/26fd52/6061939862/il_fullxfull.6061939862_b9od.jpg,,,,,,,,,,,,,,
"Liquid alien mask","1:12 open mouth liquid alien mask",17.5,GBP,7,"toy,mask,miniature,3D_printed,toy_props,action_figure,custom,accessories,props",,https://i.etsystatic.com/22049125/r/il/5440e0/2964716308/il_fullxfull.2964716308_3emk.jpg,https://i.etsystatic.com/22049125/r/il/d2804c/3012421781/il_fullxfull.3012421781_fzht.jpg,https://i.etsystatic.com/22049125/r/il/853954/3012421633/il_fullxfull.3012421633_9lpl.jpg,https://i.etsystatic.com/22049125/r/il/55c006/2964716910/il_fullxfull.2964716910_tu1l.jpg,,,,,,,,,,,,,
"Client request: yellow menace set + extra glider","3D printed and painted yellow menace set + extra glider",75,GBP,4,"toy_accessories,custom_head_sculpt,accessories,head_sculpt,6_inch_scale,3D_printed,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/03857f/3936921808/il_fullxfull.3936921808_uaxk.jpg,,,,,,,,,,,,,,,,
"Gifted plaque, lightning bow and arrow, energy hand effects","School plaque, lightning bow and arrow, energy hand effects",52,GBP,3,"toy_props,6_inch_scale,1_12_scale,accessories,action_figure,3D_printed,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/786953/3327626467/il_fullxfull.3327626467_llcg.jpg,https://i.etsystatic.com/22049125/r/il/b92160/3327626515/il_fullxfull.3327626515_8mwa.jpg,https://i.etsystatic.com/22049125/r/il/9313e1/3327626495/il_fullxfull.3327626495_ih7v.jpg,,,,,,,,,,,,,,
"Demon man head sculpt for 6” figures","1:12 scale 3D printed Demon man for 6” figures",25,GBP,2,"RDJ_custom_creations,custom_made,alternate_head,Head_sculpt,action_figure,toy_accessories,toy_props,accessories,3D_printed",,https://i.etsystatic.com/22049125/r/il/7090da/3329528922/il_fullxfull.3329528922_ik6r.jpg,https://i.etsystatic.com/22049125/r/il/8f837f/3329528910/il_fullxfull.3329528910_37c8.jpg,,,,,,,,,,,,,,,
"Time line emperor (unpainted)","3D printed unpainted time line emperor head sculpt",12,GBP,7,"accessories,action_figure,6_inch_scale,alternate_head,RDJ_custom_creations,3D_printed,toy_accessories,toy_props",,https://i.etsystatic.com/22049125/r/il/86b152/3778825718/il_fullxfull.3778825718_9fw7.jpg,,,,,,,,,,,,,,,,
"Zombie feral man head sculpt (unpainted) **FIGURE NOT INCLUDED**","3D printed zombie feral man head sculpt (unpainted) **FIGURE NOT INCLUDED**",12,GBP,5,"toy_accessories,props,accessories,RDJ_custom_creations,3D_printed,6_inch_scale,action_figure",,https://i.etsystatic.com/22049125/r/il/363371/4115962903/il_fullxfull.4115962903_4enl.jpg,https://i.etsystatic.com/22049125/r/il/9f45da/4068314042/il_fullxfull.4068314042_khyu.jpg,https://i.etsystatic.com/22049125/r/il/ee8474/4068314040/il_fullxfull.4068314040_b83g.jpg,,,,,,,,,,,,,,
"One eye (unpainted head sculpt) **FIGURE NOT INCLUDED***","3D printed one eye head (FIGURE NOT INCLUDED)",12,GBP,5,"toy_accessories,props,accessories,RDJ_custom_creations,3D_printed,6_inch_scale,action_figure",,https://i.etsystatic.com/22049125/r/il/53a08b/4068286480/il_fullxfull.4068286480_oo3c.jpg,https://i.etsystatic.com/22049125/r/il/db726d/4115933043/il_fullxfull.4115933043_diuc.jpg,https://i.etsystatic.com/22049125/r/il/47ce90/4068283338/il_fullxfull.4068283338_s9dg.jpg,,,,,,,,,,,,,,
"Client request: 1x painted green menace bomb + 1x painted Movie menace glider","Client request: 1x 3D printed and painted green menace bomb + 1x 3D printed and painted glider",32.5,GBP,7,"RDJ_custom_creations,custom,props,toy_accessories,action_figure,6_inch_scale,3D_printed",,https://i.etsystatic.com/22049125/r/il/8db5a9/3816707776/il_fullxfull.3816707776_ek6k.jpg,,,,,,,,,,,,,,,,
"Time line emperor statue ( figure NOT included)","3D printed unpainted timeline emperor (Figure NOT INCLUDED)",70,GBP,4,"custom,action_figure,accessories,3D_printed,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/b430f6/3556408081/il_fullxfull.3556408081_aktk.jpg,https://i.etsystatic.com/22049125/r/il/6bc8ca/3508773594/il_fullxfull.3508773594_fgap.jpg,https://i.etsystatic.com/22049125/r/il/8efa52/3508773628/il_fullxfull.3508773628_n4m4.jpg,,,,,,,,,,,,,,
"The throne","1x 3D printed and painted 1:12 scale throne (FIGURE NOT INCLUDED)",35,GBP,10,,,https://i.etsystatic.com/22049125/r/il/87b6f7/5341188543/il_fullxfull.5341188543_rio2.jpg,https://i.etsystatic.com/22049125/r/il/6d6517/5293009388/il_fullxfull.5293009388_689p.jpg,https://i.etsystatic.com/22049125/r/il/e3f31e/5341188537/il_fullxfull.5341188537_qxe3.jpg,https://i.etsystatic.com/22049125/r/il/6d2dd8/5293009386/il_fullxfull.5293009386_t290.jpg,,,,,,,,,,,,,
"The ruler’s throne (painted) FIGURE NOT INCLUDED","1x 3D printed and painted  the Ruler’s throne 1:12 scale ***FIGURE NOT INCLUDED***",80,GBP,6,"rap,decoration,Rapper,bust,custom,miniature,toy_accessories,toy_props,props,3D_printed,mask",,https://i.etsystatic.com/22049125/r/il/cc8317/5693898203/il_fullxfull.5693898203_qok6.jpg,https://i.etsystatic.com/22049125/r/il/bb6e05/5645832964/il_fullxfull.5645832964_pxwb.jpg,https://i.etsystatic.com/22049125/r/il/b549fc/5693898601/il_fullxfull.5693898601_6sor.jpg,https://i.etsystatic.com/22049125/r/il/709fed/5645833328/il_fullxfull.5645833328_7kr7.jpg,https://i.etsystatic.com/22049125/r/il/6bb053/5645833524/il_fullxfull.5645833524_s0fo.jpg,https://i.etsystatic.com/22049125/r/il/785e65/5693899217/il_fullxfull.5693899217_9osn.jpg,https://i.etsystatic.com/22049125/r/il/49c751/5645833952/il_fullxfull.5645833952_bg93.jpg,https://i.etsystatic.com/22049125/r/il/404495/5693899545/il_fullxfull.5693899545_3t1j.jpg,,,,,,,,,
"Gold plated calibre desert eagle pistoleros painted 1:6 scale (FIGURE NOT INCLUDED)","2x 3D printed painted Gold plated calibre desert eagle pistoleros  1:6 scale (FIGURE NOT INCLUDED)",20,GBP,4,"RDJ_custom_creations,toy_accessories,3D_printed,accessories,custom_made,action_figure,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/3dcbc2/6532507502/il_fullxfull.6532507502_tiy7.jpg,https://i.etsystatic.com/22049125/r/il/7f6bc7/6532507586/il_fullxfull.6532507586_97yh.jpg,https://i.etsystatic.com/22049125/r/il/be444a/6532508854/il_fullxfull.6532508854_dbzb.jpg,https://i.etsystatic.com/22049125/r/il/9c3a79/6532508894/il_fullxfull.6532508894_1e4q.jpg,,,,,,,,,,,,,
"Helmeted screaming feral man head sculpt (painted ) ***FIGURE NOT INCLUDED***","3D printed Helmeted screaming feral man head sculpt (painted) ***FIGURE NOT INCLUDED***",25,GBP,5,"props,custom,head_sculpt,custom_head_sculpt,toy_accessory,RDJ_custom_creations,action_figure,add_on,custom_made,accessories,6_inch_scale,toy_accessories",,https://i.etsystatic.com/22049125/r/il/e533f7/4907755383/il_fullxfull.4907755383_gay6.jpg,https://i.etsystatic.com/22049125/r/il/792d7a/4859496932/il_fullxfull.4859496932_5rsv.jpg,https://i.etsystatic.com/22049125/r/il/538f8b/4859496930/il_fullxfull.4859496930_gpft.jpg,https://i.etsystatic.com/22049125/r/il/47f74f/4859497072/il_fullxfull.4859497072_ckhl.jpg,,,,,,,,,,,,,
"Client request magic box, drone, plaque, 3 bombs","A combination of items hand picked by a Client",58,GBP,4,"accessory_pack,accessories,custom,toy_prop,3D_printed,RDJ_custom_creations,action_figure,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/433706/3637900476/il_fullxfull.3637900476_orrn.jpg,,,,,,,,,,,,,,,,
"1x unbreakable spear, 1x neck cover, 1x set of wind slash effects & 1x set of web wraps","1x unbreakable spear, 1x neck cover, 1x set of wind slash effects & 1x set of web wraps  (figures NOT INCLUDED)",13,GBP,5,"custom,action_figure,props,toy_accessories,accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/e90742/5993811949/il_fullxfull.5993811949_9cxg.jpg,,,,,,,,,,,,,,,,
"Mercenary 1:6 scale  painted head sculpt (FIGURE NOT INCLUDED)","1x 3D printed and painted 1:6 mercenary head sculpt (FIGURE NOT INCLUDED)",45,GBP,13,,,https://i.etsystatic.com/22049125/r/il/3a3fa1/6575503543/il_fullxfull.6575503543_2dxl.jpg,https://i.etsystatic.com/22049125/r/il/70e6d3/6575502955/il_fullxfull.6575502955_b4ce.jpg,https://i.etsystatic.com/22049125/r/il/3bcea4/6527383066/il_fullxfull.6527383066_97h5.jpg,,,,,,,,,,,,,,
"Mercenary 1:6 scale (unpainted) FIGURE NOT INCLUDED","3D printed 1:6 unpainted mercenary head sculpt (FIGURES NOT INCLUDED)",22,GBP,6,"action_figure,3D_printed,RDJ_custom_creations,toy_accessory,6_inch_scale,custom,head_sculpt,custom_head_sculpt",,https://i.etsystatic.com/22049125/r/il/d2d9e8/6575379307/il_fullxfull.6575379307_mdgt.jpg,,,,,,,,,,,,,,,,
"Client request: x 3 pee streams, 2x pigeon sets, 3x demon gnomes x1 poo bundle","Client request: x 3 pee streams, 2x pigeon sets, 3x demon gnomes x1 poo bundle (figure not included)",88,GBP,2,"3D_printed,toy_props,6_inch_scale,toy_accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/2a6520/5940722604/il_fullxfull.5940722604_51c5.jpg,,,,,,,,,,,,,,,,
"Client request bundle","3x 3D printed and painted assortment bundle",100,GBP,3,"custom,6_inch_scale,3D_printed,toy_accessories,head_sculpt,action_figure,accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/299bf3/5988018747/il_fullxfull.5988018747_q4rp.jpg,,,,,,,,,,,,,,,,
"1:12 Egyptian ushabti statue (tiny statue)","3D printed Egyptian ushabti statue",3,GBP,3,"6_inch_scale,3D_printed,toy_props,toy_accessories,action_figure",,https://i.etsystatic.com/22049125/r/il/89e8db/3838068468/il_fullxfull.3838068468_9y8b.jpg,,,,,,,,,,,,,,,,
"Feral man battle damaged head sculpt (FIGURE NOT INCLUDED)","3D printed and painted feral man head sculpt for 1:12 scale figure (FIGURE NOT INCLUDED)
please state which version figure you have to ensure colour match",25,GBP,8,"head_sculpt,toy_props,toy_accessories,3D_printed,alternate_head,action_figure,RDJ_custom_creations,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/5d4ac3/5994019258/il_fullxfull.5994019258_mh1c.jpg,https://i.etsystatic.com/22049125/r/il/d83988/5994019052/il_fullxfull.5994019052_mvzw.jpg,https://i.etsystatic.com/22049125/r/il/9578d9/6042089455/il_fullxfull.6042089455_1hz6.jpg,https://i.etsystatic.com/22049125/r/il/ec8134/5994019172/il_fullxfull.5994019172_b7fi.jpg,https://i.etsystatic.com/22049125/r/il/6c7eb4/4243006026/il_fullxfull.4243006026_7evy.jpg,https://i.etsystatic.com/22049125/r/il/fecdfa/4243006050/il_fullxfull.4243006050_rakb.jpg,,,,,,,,,,,
"1x 1:12 scale Weird events guitar (unpainted)","3D printed Guitar",7,GBP,11,"toy_prop,3D_printed,props,6_inch_scale,accessories,toy_accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/a3ebe0/4104456467/il_fullxfull.4104456467_3cq2.jpg,,,,,,,,,,,,,,,,
"The savage rock face (unpainted)","3D printed 1:12 scale savage rock face (unpainted)",55,GBP,2,"throne,RDJ_custom_creations,toy_accessories,accessories,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/d5c063/5985276093/il_fullxfull.5985276093_pz2o.jpg,https://i.etsystatic.com/22049125/r/il/815e19/5937207892/il_fullxfull.5937207892_1anf.jpg,https://i.etsystatic.com/22049125/r/il/a79249/5937208664/il_fullxfull.5937208664_qdkm.jpg,,,,,,,,,,,,,,
"Lady space cop head sculpt (FIGURE NOT INCLUDED)","3D printed and painted lady space cop head sculpt (FIGURE NOT INCLUDED)",25,GBP,3,"alternate,3D_printed,RDJ_custom_creations,action_figure,Head_sculpt,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/0a054a/3921085580/il_fullxfull.3921085580_rzez.jpg,,,,,,,,,,,,,,,,
"1:12 Water gun","X1 3D printed and painted 1:12 water gun (FIGURE NOT INCLUDED)",12.5,GBP,5,"action_figure,accessories,toy_accessories,6_inch_scale,3D_printed,Marvel_legends,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/74e777/3534761668/il_fullxfull.3534761668_ogst.jpg,https://i.etsystatic.com/22049125/r/il/0fbb75/3582401471/il_fullxfull.3582401471_pgt2.jpg,https://i.etsystatic.com/22049125/r/il/bf155d/3582401475/il_fullxfull.3582401475_tvwg.jpg,,,,,,,,,,,,,,
"Client request: madam hour, trick arrows, spear, briefcase, water bombs","A selection of 3D printed items",40,GBP,5,"accessory_pack,6_inch_scale,RDJ_custom_creations,toy_accessory",,https://i.etsystatic.com/22049125/r/il/f8adf5/4442043676/il_fullxfull.4442043676_8fh6.jpg,,,,,,,,,,,,,,,,
"1x unpainted ritual candles circle, 1x Unpainted plaque for gifted students & 1x silver briefcase","2x 3D printed items",30,GBP,5,"toy_prop,toy_accessories,miniature,toy_props,accessories,toy_accessory,6_inch_scale,RDJ_custom_creations,action_figure,3D_printed",,https://i.etsystatic.com/22049125/r/il/b9d4a5/4825793376/il_fullxfull.4825793376_56l6.jpg,,,,,,,,,,,,,,,,
"1:6 scale magic box","1x 3D printed and painted 1:6 scale magic box",20,GBP,10,"toy_prop,accessories,action_figure,6_inch_scale,diorama,rats,RDJ_custom_creations,3D_printed,display_piece,toy_accessories,custom",,https://i.etsystatic.com/22049125/r/il/06b78b/5823500505/il_fullxfull.5823500505_9rmq.jpg,https://i.etsystatic.com/22049125/r/il/676df6/5775433192/il_fullxfull.5775433192_8wsm.jpg,,,,,,,,,,,,,,,
"Ice guy hand effects","1:12 scale 3D printed I’ve guy hand effects (light blue)",12,GBP,3,"tangible_effects,3D_printed,toys,accessories,props,6_inch_scale,toy_accessories,action_figure,custom",,https://i.etsystatic.com/22049125/r/il/e71f82/2987423292/il_fullxfull.2987423292_2qfo.jpg,,,,,,,,,,,,,,,,
"Insect guy wide eyes head sculpt (unpainted) ***FIGURE NOT INCLUDED)***","1x unpainted Insect guy wide eyes head sculpt ***FIGURE NOT INCLUDED)***",12,GBP,5,"head_sculpt,custom_head_sculpt,alternate_head,3D_printed,RDJ_custom_creations,accessories,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/f1c460/4643838608/il_fullxfull.4643838608_lasb.jpg,https://i.etsystatic.com/22049125/r/il/2b6937/4643838464/il_fullxfull.4643838464_d2v2.jpg,,,,,,,,,,,,,,,
"Ponytail card player  unpainted head sculpt (FIGURE NOT INCLUDED)","1x 3D printed unpainted ponytail card player head sculpt (FIGURE NOT INCLUDED)",12,GBP,7,"head_sculpt,RDJ_custom_creations,6_inch_scale,toy_prop,action_figure,alternate,custom_made,3D_printed,toy_accessories,custom_head_sculpt,custom",,https://i.etsystatic.com/22049125/r/il/8684de/5978522703/il_fullxfull.5978522703_raza.jpg,https://i.etsystatic.com/22049125/r/il/b9e596/5930446036/il_fullxfull.5930446036_6p0n.jpg,https://i.etsystatic.com/22049125/r/il/1f4c07/5978522847/il_fullxfull.5978522847_79g4.jpg,,,,,,,,,,,,,,
"X2 1:12 scale X mug (painted) ***Figures not included***","x2 1:12 scale X mug (painted) ***Figures not included***",7.5,GBP,2,"custom,action_figure,props,toy_accessories,accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/265c3b/5954348045/il_fullxfull.5954348045_4qfr.jpg,https://i.etsystatic.com/22049125/r/il/ce8fe8/5954342157/il_fullxfull.5954342157_i9jk.jpg,,,,,,,,,,,,,,,
"Water bomb splash effect (FIGURE NOT INCLUDED)","1x 3D printed and painted water bomb splash effect (FIGURE NOT INCLUDED)",7.5,GBP,10,"tangible_effects,props,RDJ_custom_creations,toy_props,toy_accessories,3D_printed",,https://i.etsystatic.com/22049125/r/il/7b817b/4381543312/il_fullxfull.4381543312_g25i.jpg,,,,,,,,,,,,,,,,
"Feral man musical box (FIGURE NOT INCLUDED)","1:12 scale 3D printed and painted Feral man musical box (figure NOT INCLUDED)",15,GBP,6,"custom_made,replica,toy_prop,RDJ_custom_creations,toy_props,6_inch_scale,3D_printed,toy_accessories,action_figure,custom,accessories",,https://i.etsystatic.com/22049125/r/il/407955/3964376310/il_fullxfull.3964376310_cjkz.jpg,https://i.etsystatic.com/22049125/r/il/96b612/3964376380/il_fullxfull.3964376380_7tg0.jpg,https://i.etsystatic.com/22049125/r/il/5570af/4012036827/il_fullxfull.4012036827_droe.jpg,https://i.etsystatic.com/22049125/r/il/e24d21/6163116752/il_fullxfull.6163116752_gm31.jpg,,,,,,,,,,,,,
"1:12 scale DNA changing laser (painted) figure not included","3D printed and painted 1:12 scale DNA changing laser (figure not included)",15,GBP,2,"action_figure,accessories,toy_accessories,display_piece,toy_prop,toy_props,3D_printed,6_inch_scale,custom,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/6dcd39/6117454727/il_fullxfull.6117454727_tduq.jpg,https://i.etsystatic.com/22049125/r/il/d43212/6117454803/il_fullxfull.6117454803_as1o.jpg,https://i.etsystatic.com/22049125/r/il/2e89e2/6117454919/il_fullxfull.6117454919_dxal.jpg,https://i.etsystatic.com/22049125/r/il/083c8b/6388940875/il_fullxfull.6388940875_cr7n.jpg,,,,,,,,,,,,,
"Painted animated green menace head sculpt  (FIGURE NOT INCLUDED)","3D printed and painted animated green menace head sculpt (FIGURE NOT INCLUDED)",25,GBP,6,"custom_head_sculpt,Head_sculpt,custom_made,custom,props,toy_accessories,alternate_head,RDJ_custom_creations,action_figure,6_inch_scale,3D_printed",,https://i.etsystatic.com/22049125/r/il/a04922/3851746125/il_fullxfull.3851746125_s3s0.jpg,https://i.etsystatic.com/22049125/r/il/0a1376/4024465230/il_fullxfull.4024465230_3zvg.jpg,https://i.etsystatic.com/22049125/r/il/330928/4072115617/il_fullxfull.4072115617_m5rh.jpg,,,,,,,,,,,,,,
"Menace glider","3D printed and painted menace glider",25,GBP,4,"action_figure,6_inch_scale,3D_printed,accessories,toy_accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/484fdc/3588349124/il_fullxfull.3588349124_ntkz.jpg,,,,,,,,,,,,,,,,
"Demon man head sculpt for mega figures (FIGURE NOT INCLUDED)","3D printed and painted resin demon man head sculpt for the McFarlane Sabbac figure (FIGURE NOT INCLUDED)",35,GBP,13,"custom,RDJ_custom_creations,3D_printed,accessories,toy_props,toy_accessories,action_figure",,https://i.etsystatic.com/22049125/r/il/99f21e/4237017369/il_fullxfull.4237017369_kgcy.jpg,https://i.etsystatic.com/22049125/r/il/221753/4189356718/il_fullxfull.4189356718_mzeu.jpg,,,,,,,,,,,,,,,
"Red face man head sculpt + blue cube","1x painted red face man head sculpt + 1x blue cube 
(figure NOT included)",25,GBP,2,"accessories,3D_printed,custom,custom_head_sculpt,first_avenger,6_inch_scale,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/c402af/2568125237/il_fullxfull.2568125237_p2gn.jpg,https://i.etsystatic.com/22049125/r/il/410ed7/2568125239/il_fullxfull.2568125239_jbqv.jpg,https://i.etsystatic.com/22049125/r/il/e6f3e9/2520464720/il_fullxfull.2520464720_1q5s.jpg,https://i.etsystatic.com/22049125/r/il/3b8054/2568125355/il_fullxfull.2568125355_r7hx.jpg,,,,,,,,,,,,,
"1x 3D printed and painted stone face necklace pendant (FIGURE NOT INCLUDED)","1x 3D printed and painted stone face necklace pendant (FIGURE NOT INCLUDED)",5,GBP,11,"6_inch_scale,props,accessories,RDJ_custom_creations,toy_accessories",,https://i.etsystatic.com/22049125/r/il/f834c2/5982280563/il_fullxfull.5982280563_85ql.jpg,https://i.etsystatic.com/22049125/r/il/273f05/5982279701/il_fullxfull.5982279701_gnml.jpg,https://i.etsystatic.com/22049125/r/il/ee3121/5982279827/il_fullxfull.5982279827_ahpi.jpg,,,,,,,,,,,,,,
"1x psychic bow & arrow + 1x lightning hand effect","1x psychic bow & arrow + 1x lightning hand effect (available in red, purple, pink, orange, yellow, green, blue, black and white, please message me and specify your desired colours)",30,GBP,6,"custom_made,tangible_effects,energy_effects,3D_printed,custom,props,6_inch_scale,toy_photography,1_12_scale,accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/d96a13/3284789787/il_fullxfull.3284789787_td78.jpg,https://i.etsystatic.com/22049125/r/il/7411f7/3284789453/il_fullxfull.3284789453_pno2.jpg,,,,,,,,,,,,,,,
"no more insect guy trash can","3D printed, painted Insect guy trash can diorama piece (FIGURE NOT INCLUDED)",30,GBP,2,"diorama,3D_printed,action_figure,6_inch_scale,accessories,RDJ_custom_creations,display_piece",,https://i.etsystatic.com/22049125/r/il/e5a8c7/3250527133/il_fullxfull.3250527133_sqpb.jpg,,,,,,,,,,,,,,,,
"Unpainted Animated southern redhead sculpt (FIGURE NOT INCLUDED)","Unpainted Animated southern redhead sculpt (FIGURE NOT INCLUDED)",12,GBP,4,"Head_sculpt,toy_accessories,accessories,3D_printed,6_inch_scale,action_figure,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/87dd8b/5968379745/il_fullxfull.5968379745_1038.jpg,,,,,,,,,,,,,,,,
"Mr Hard unpainted head sculpt (FIGURE NOT INCLUDED)","3D printed unpainted Mr hard head sculpt for 1:12 figures (FIGURE NOT INCLUDED)",12,GBP,3,"head_sculpt,toy_props,toy_accessories,alternate_head,6_inch_scale,3D_printed,RDJ_custom_creations,action_figure",,https://i.etsystatic.com/22049125/r/il/5fcc18/5930677309/il_fullxfull.5930677309_kyr2.jpg,https://i.etsystatic.com/22049125/r/il/82dfa9/5930675555/il_fullxfull.5930675555_jfnp.jpg,https://i.etsystatic.com/22049125/r/il/919a3c/5930676443/il_fullxfull.5930676443_qp61.jpg,,,,,,,,,,,,,,
"Feral man movie head sculpt with cigar  (painted) FIGURE NOT INCLUDED","1x 3D printed and painted feral man movie head sculpt with cigar (FIGURE NOT INCLUDED)",25,GBP,5,"head_sculpt,toy_props,toy_accessories,accessories,3D_printed,6_inch_scale,RDJ_custom_creations,custom_head_sculpt",,https://i.etsystatic.com/22049125/r/il/05adc3/6227913961/il_fullxfull.6227913961_gxbb.jpg,https://i.etsystatic.com/22049125/r/il/5fcf62/6227914087/il_fullxfull.6227914087_eayp.jpg,https://i.etsystatic.com/22049125/r/il/7de5cf/6179879014/il_fullxfull.6179879014_9kaw.jpg,,,,,,,,,,,,,,
"Insect burglar guy kit (unpainted)","3D printed Insect burglar guy kit (FIGURE NOT INCLUDED)",13,GBP,2,"action_figure,3D_printed,RDJ_custom_creations,toy_accessory,6_inch_scale,custom,head_sculpt,custom_head_sculpt",,https://i.etsystatic.com/22049125/r/il/8680eb/5138774535/il_fullxfull.5138774535_5i92.jpg,https://i.etsystatic.com/22049125/r/il/58c722/5090547168/il_fullxfull.5090547168_fqt3.jpg,https://i.etsystatic.com/22049125/r/il/0edcb6/5090548000/il_fullxfull.5090548000_2k1t.jpg,https://i.etsystatic.com/22049125/r/il/6f3de1/5138776759/il_fullxfull.5138776759_iaur.jpg,,,,,,,,,,,,,
"Green menace Jr scarred head sculpt (painted) FIGURE NOT INCLUDED","3D printed and painted Green menace Jr scarred head sculpt **FIGURE NOT INCLUDED**",25,GBP,9,"custom_head_sculpt,Head_sculpt,custom_made,custom,props,toy_accessories,alternate_head,RDJ_custom_creations,action_figure,6_inch_scale,3D_printed",,https://i.etsystatic.com/22049125/r/il/4a98c0/5901716188/il_fullxfull.5901716188_sj9k.jpg,https://i.etsystatic.com/22049125/r/il/201c77/5949795255/il_fullxfull.5949795255_szft.jpg,https://i.etsystatic.com/22049125/r/il/cf1403/5901715680/il_fullxfull.5901715680_9k7o.jpg,,,,,,,,,,,,,,
"Light axe","1:12 3D printed glow in the dark venom axe",8,GBP,3,"custom_made,toy_props,accessories,toy_accessories,3D_printed,RDJ_custom_creations,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/a65ac8/4130470190/il_fullxfull.4130470190_exvm.jpg,https://i.etsystatic.com/22049125/r/il/21fe50/4137292150/il_fullxfull.4137292150_9ufq.jpg,,,,,,,,,,,,,,,
"I’m soaking wet right now accessory set , unpainted (FIGURE NOT INCLUDED)","I’m soaking wet right now accessory set unpainted (FIGURE NOT INCLUDED)",7.5,GBP,7,"RDJ_custom_creations,toy_accessories,3D_printed,accessories,custom_made,action_figure,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/9234fe/6555736977/il_fullxfull.6555736977_6peg.jpg,https://i.etsystatic.com/22049125/r/il/e0bf01/6555737103/il_fullxfull.6555737103_onmo.jpg,,,,,,,,,,,,,,,
"Red goo container , Madam Hour, blue cube","3D printed and painted props (1x red goo container, 1x Madam hour, 1x blue cube )",25,GBP,5,"toy_prop,custom,accessories,6_inch_scale,action_figure,toy_props,3D_printed,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/14acec/3380887851/il_fullxfull.3380887851_l33p.jpg,,,,,,,,,,,,,,,,
"3x Unmasked insect guys heads (painted)","3D printed and painted unmasked insect guys painted head sculpts (FIGURES NOT INCLUDED)",60,GBP,4,"custom_head_sculpt,RDJ_custom_creations,head_sculpt,action_figure,3D_printed,6_inch_scale,no_way_home",,https://i.etsystatic.com/22049125/r/il/82bc2b/3838156785/il_fullxfull.3838156785_mqmd.jpg,,,,,,,,,,,,,,,,
