TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Store exclusive*** Ancient tablet relic UNPAINTED (figure NOT INCLUDED)","3D printed & unpainted 1:12 scale Ancient tablet relic (FIGURE NOT INCLUDED)",13.5,GBP,4,"accessories,toy_prop,6_inch_scale,toy_accessories,props,RDJ_custom_creations,3D_printed",,https://i.etsystatic.com/22049125/r/il/e2bdb3/5890723904/il_fullxfull.5890723904_8nkx.jpg,https://i.etsystatic.com/22049125/r/il/d75714/5938803123/il_fullxfull.5938803123_chzk.jpg,,,,,,,,,,,,,,,
"Open face plate metal man (unpainted)***FIGURE NOT INCLUDED***","3D printed open face plate metal man head sculpt (FIGURE NOT INCLUDED)",12,GBP,8,"accessories,props,toy_accessories,RDJ_custom_creations,3D_printed,6_inch_scale,action_figure",,https://i.etsystatic.com/22049125/r/il/cb291c/5891962577/il_fullxfull.5891962577_2s8g.jpg,https://i.etsystatic.com/22049125/r/il/e59135/5843863540/il_fullxfull.5843863540_5dtx.jpg,https://i.etsystatic.com/22049125/r/il/113db9/5891962191/il_fullxfull.5891962191_8iix.jpg,,,,,,,,,,,,,,
"Green menace Jr unpainted head sculpt (FIGURE NOT INCLUDED)","3D printed unpainted green menace Jr head sculpt for 1:12 figures (FIGURE NOT INCLUDED)",12,GBP,4,"head_sculpt,toy_props,toy_accessories,alternate_head,6_inch_scale,3D_printed,RDJ_custom_creations,action_figure",,https://i.etsystatic.com/22049125/r/il/af60d3/5902101563/il_fullxfull.5902101563_s7ia.jpg,https://i.etsystatic.com/22049125/r/il/020f9e/5854007804/il_fullxfull.5854007804_6okb.jpg,https://i.etsystatic.com/22049125/r/il/0cbc03/5902101727/il_fullxfull.5902101727_atua.jpg,,,,,,,,,,,,,,
"Metal man open face plate head sculpt (painted) ***FIGURE NOT INCLUDED***","metal man open face plate head sculpt (painted) ***FIGURE NOT INCLUDED***",22,GBP,12,"alternate_head,1_12_scale,custom_head_sculpt,head_sculpt,toy_accessory,action_figure,RDJ_custom_creations,6_inch_scale,custom,toy_accessories,3D_printed,toy_props,accessories",,https://i.etsystatic.com/22049125/r/il/bf5dea/5851401500/il_fullxfull.5851401500_oum0.jpg,https://i.etsystatic.com/22049125/r/il/2d22fa/5851398660/il_fullxfull.5851398660_cn9k.jpg,https://i.etsystatic.com/22049125/r/il/5a7f2f/5899491241/il_fullxfull.5899491241_qg1e.jpg,,,,,,,,,,,,,,
"Insect guy classic head sculpt (unpainted) ***FIGURE NOT INCLUDED***","3D printed insect guy classic head sculpt (unpainted) ***FIGURE NOT INCLUDED***",12,GBP,7,"accessories,toy_props,3D_printed,toy_accessories,custom,6_inch_scale,RDJ_custom_creations,action_figure,toy_accessory,head_sculpt,custom_head_sculpt,1_12_scale,alternate_head",,https://i.etsystatic.com/22049125/r/il/346f81/5891985729/il_fullxfull.5891985729_7gya.jpg,https://i.etsystatic.com/22049125/r/il/1b7048/5891986107/il_fullxfull.5891986107_43ba.jpg,https://i.etsystatic.com/22049125/r/il/8d69b0/5843887740/il_fullxfull.5843887740_kp5v.jpg,https://i.etsystatic.com/22049125/r/il/e69981/5891984811/il_fullxfull.5891984811_8qnp.jpg,,,,,,,,,,,,,
"Battle damaged devil guy head sculpt (unpainted) ***FIGURE NOT INCLUDED***","3D printed battle damaged devil guy head sculpt (unpainted) ***FIGURE NOT INCLUDED***",12,GBP,7,"accessories,toy_props,3D_printed,toy_accessories,custom,6_inch_scale,RDJ_custom_creations,action_figure,toy_accessory,head_sculpt,custom_head_sculpt,1_12_scale,alternate_head",,https://i.etsystatic.com/22049125/r/il/0579fb/5891969509/il_fullxfull.5891969509_msi8.jpg,https://i.etsystatic.com/22049125/r/il/09d233/5891969847/il_fullxfull.5891969847_lupy.jpg,,,,,,,,,,,,,,,
"Cosplay cat, feral screaming man head sculpt , containment unit, holographic city, energy shield bundle","2x 3D printed and painted  Devil man, the creator head & tyrannical robot head (figures not included)",85,GBP,3,"3D_printed,toy_props,6_inch_scale,toy_accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/258359/5889540679/il_fullxfull.5889540679_pg3c.jpg,,,,,,,,,,,,,,,,
"Bearded devil guy unpainted head sculpt (FIGURE NOT INCLUDED)","1x 3D printed and painted bearded devil guy unpainted head sculpt (FIGURE NOT INCLUDED)",12,GBP,9,"head_sculpt,RDJ_custom_creations,6_inch_scale,toy_prop,action_figure,alternate,custom_made,3D_printed,toy_accessories,custom_head_sculpt,custom",,https://i.etsystatic.com/22049125/r/il/355a75/5153741979/il_fullxfull.5153741979_1j9t.jpg,https://i.etsystatic.com/22049125/r/il/77fa38/5105518960/il_fullxfull.5105518960_jm92.jpg,https://i.etsystatic.com/22049125/r/il/f3a304/5105519060/il_fullxfull.5105519060_j1zr.jpg,,,,,,,,,,,,,,
"Burglar head sculpt (unpainted)","3D printed unpainted burglar head sculpt (FIGURE NOT INCLUDED)",12,GBP,7,"action_figure,3D_printed,RDJ_custom_creations,toy_accessory,6_inch_scale,custom,head_sculpt,custom_head_sculpt",,https://i.etsystatic.com/22049125/r/il/1c94c4/5135657817/il_fullxfull.5135657817_q0cf.jpg,,,,,,,,,,,,,,,,
"Blue panther head sculpt (unpainted) *FIGURE NOT INCLUDED*","1x 3D printed head sculpt (unpainted) + 1x wrist communicator *FIGURE NOT INCLUDED*",12,GBP,7,,,https://i.etsystatic.com/22049125/r/il/99e14e/4959680962/il_fullxfull.4959680962_to5c.jpg,,,,,,,,,,,,,,,,
"Chrome hippy zombie head sculpt (FIGURE NOT INCLUDED)","3D printed and painted chrome hippy zombie head sculpt (FIGURE NOT INCLUDED)",20,GBP,6,"zombie,alternate_head,head_sculpt,custom_head_sculpt,custom_made,6_inch_scale,RDJ_custom_creations,accessories,toy_prop,3D_printed,action_figure,toy_accessories",,https://i.etsystatic.com/22049125/r/il/d4addd/4406173322/il_fullxfull.4406173322_5ft2.jpg,,,,,,,,,,,,,,,,
"1:12 holograms blue and red","2x 3D printed and painted holograms",10,GBP,2,"custom_made,miniature,replica,toy_props,6_inch_scale,3D_printed,toy_accessories,accessories,props,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/ff4d7c/4122558554/il_fullxfull.4122558554_y7i9.jpg,,,,,,,,,,,,,,,,
"Fish monger head sculpt (FIGURE NOT INCLUDED)","3D printed and painted Fish monger head sculpt (FIGURE NOT INCLUDED) 
*comes with UV glowing eyes & 1x flowing serum",25,GBP,4,"Head_sculpt,3D_printed,6_inch_scale,action_figure,RDJ_custom_creations,alternate_head,toy_accessories,custom",,https://i.etsystatic.com/22049125/r/il/7649a7/4072947767/il_fullxfull.4072947767_gwat.jpg,https://i.etsystatic.com/22049125/r/il/4e3019/4025289642/il_fullxfull.4025289642_s2p8.jpg,https://i.etsystatic.com/22049125/r/il/82d742/4072941699/il_fullxfull.4072941699_adpq.jpg,,,,,,,,,,,,,,
"Unpainted Animated green menace head sculpt (FIGURE NOT INCLUDED)","Unpainted 3D printed animated green menace head sculpt (FIGURE NOT INCLUDED)",12,GBP,4,"Head_sculpt,toy_accessories,accessories,3D_printed,6_inch_scale,action_figure,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/fd4092/3847840403/il_fullxfull.3847840403_k1sj.jpg,,,,,,,,,,,,,,,,
"Client request: x1 yellow menace set, x1 Lady hologram, x1 insect sense","Client request: selected 3D printed & painted items",58.5,GBP,3,"toy_accessories,action_figure,6_inch_scale,3D_printed,accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/2d576a/3739574389/il_fullxfull.3739574389_svh8.jpg,,,,,,,,,,,,,,,,
"Ancient relic box & jewellery Lightning effect (FIGURES NOT INCLUDED)","Ancient relic box & electric rings hand effects (FIGURES NOT INCLUDED)",23,GBP,5,"3D_printed,6_inch_scale,accessories,toy_accessories,RDJ_custom_creations,custom_made",,https://i.etsystatic.com/22049125/r/il/ff330a/3694597609/il_fullxfull.3694597609_geez.jpg,,,,,,,,,,,,,,,,
"X1 enlargement arrow (1:12 scale)","1x 3D printed Enlargement arrow (FIGURE & BOW NOT INCLUDED)",2.5,GBP,4,"toy_accessories,3D_printed,accessories,custom_made,action_figure,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/451825/3530396462/il_fullxfull.3530396462_e2qh.jpg,https://i.etsystatic.com/22049125/r/il/5c5bf8/3578035393/il_fullxfull.3578035393_hmz1.jpg,,,,,,,,,,,,,,,
"Tyrannical robot head sculpt (faceplate moves) ***FIGURE NOT INCLUDED***","3D printed and painted tyrannical robot head sculpt (FIGURE NOT INCLUDED)",25,GBP,7,"alternate,3D_printed,accessories,action_figure,custom,toy_props,power_up,head_sculpt",,https://i.etsystatic.com/22049125/r/il/70e8fd/4850555974/il_fullxfull.4850555974_muz4.jpg,https://i.etsystatic.com/22049125/r/il/80065a/4898814783/il_fullxfull.4898814783_ldmv.jpg,,,,,,,,,,,,,,,
"1:6 scale blue cube","3D printed 1:6 scale blue cube (12” figures)",10,GBP,5,"12_inch_figure,1_6_scale,props,accessories,3D_printed,tangible_effects,action_figure",,https://i.etsystatic.com/22049125/r/il/d98e48/3076983163/il_fullxfull.3076983163_dn46.jpg,,,,,,,,,,,,,,,,
"Screaming doctor weird head sculpt (FIGURE NOT INCLUDED","1:12 painted screaming dr weird head sculpt (FIGURE NOT INCLUDED)",20,GBP,3,"1_12_scale,alternate_head,toy,3D_printed,action_figure,6_inch_scale,custom_head_sculpt,Head_sculpt,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/7c17ec/3007732467/il_fullxfull.3007732467_ch1b.jpg,,,,,,,,,,,,,,,,
"Mr Funny man head sculpt (unpainted)","3D printed funny man head sculpt (FIGURE NOT INCLUDED)",12,GBP,2,"custom_made,alternate_head,action_figure,custom,3D_printed,accessories,custom_head_sculpt,RDJ_custom_creations,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/264c98/2509642439/il_fullxfull.2509642439_9vna.jpg,https://i.etsystatic.com/22049125/r/il/cd3697/2461967778/il_fullxfull.2461967778_qmqs.jpg,,,,,,,,,,,,,,,
"Tragic backstory insect guy head sculpt (unpainted) figure not included","3D printed unpainted tragic backstory insect guy head sculpt *Figure not included)",12,GBP,7,"accessories,action_figure,6_inch_scale,alternate_head,RDJ_custom_creations,3D_printed,toy_accessories,toy_props",,https://i.etsystatic.com/22049125/r/il/fef3ba/5959567649/il_fullxfull.5959567649_anp2.jpg,https://i.etsystatic.com/22049125/r/il/2ea17b/5911482710/il_fullxfull.5911482710_fsqm.jpg,https://i.etsystatic.com/22049125/r/il/8c916d/5959568821/il_fullxfull.5959568821_j7pg.jpg,,,,,,,,,,,,,,
"1x poo poo accessory","1x 3D printed and painted 1:12 poo poo accessory (FIGURE NOT INCLUDED)",3,GBP,4,"toy_accessories,toy_props,soap_bar,replica,accessories,props,action_figure,1_12_scale,custom,miniature,toy,3D_printed",,https://i.etsystatic.com/22049125/r/il/1b5e12/5843919284/il_fullxfull.5843919284_3dzd.jpg,https://i.etsystatic.com/22049125/r/il/fcc0ce/5892013987/il_fullxfull.5892013987_6c9i.jpg,https://i.etsystatic.com/22049125/r/il/d5f82c/5843917134/il_fullxfull.5843917134_7f1r.jpg,https://i.etsystatic.com/22049125/r/il/7f44ea/5843918858/il_fullxfull.5843918858_ti7k.jpg,,,,,,,,,,,,,
"The amazing insect guy head sculpt (unpainted)","Unpainted 1:12 head sculpt (FIGURE NOT INCLUDED)",12,GBP,6,"1_12_scale,head_sculpt,3D_printed,RDJ_custom_creations,personalised,alternate_head,6_inch_scale,personalised_figures,toy_accessories,custom_head_sculpt",,https://i.etsystatic.com/22049125/r/il/d9c0d3/5132193997/il_fullxfull.5132193997_jbjo.jpg,,,,,,,,,,,,,,,,
"Clever bombs & blue energy shields","1x set of 3D printed clever bombs & blue energy shields",23,GBP,6,"energy_shields,toy_accessories,accessories,3D_printed,action_figure",,https://i.etsystatic.com/22049125/r/il/eb3ee4/3377210725/il_fullxfull.3377210725_rqbp.jpg,,,,,,,,,,,,,,,,
"Red biker guy (battle damaged)","Painted red biker guy head sculpt (stand NOT included)",25,GBP,4,"head_sculpt,alternate,action_figure,custom,RDJ_custom_creations,accessories,custom_head_sculpt",,https://i.etsystatic.com/22049125/r/il/1aeb48/3086273110/il_fullxfull.3086273110_eikl.jpg,https://i.etsystatic.com/22049125/r/il/15cbd6/3134000385/il_fullxfull.3134000385_zmm0.jpg,https://i.etsystatic.com/22049125/r/il/6a3e00/3134000197/il_fullxfull.3134000197_g7s0.jpg,,,,,,,,,,,,,,
"Metal skeleton & containment unit","3D printed and painted metal skeleton & containment unit",45,GBP,2,"display_piece,props,action_figure,accessories,toy_prop,custom_made,3D_printed,RDJ_custom_creations,6_inch_scale,toy_accessories,1_12_scale,toy_props",,https://i.etsystatic.com/22049125/r/il/6be34c/5851111234/il_fullxfull.5851111234_b34u.jpg,https://i.etsystatic.com/22049125/r/il/65dfbb/5851112746/il_fullxfull.5851112746_8gdq.jpg,https://i.etsystatic.com/22049125/r/il/ef48bf/5851113124/il_fullxfull.5851113124_ofte.jpg,https://i.etsystatic.com/22049125/r/il/87c887/5899204109/il_fullxfull.5899204109_f7sv.jpg,,,,,,,,,,,,,
"Traumatised  federal agent head sculpt (unpainted) FIGURE NOT INCLUDED","1x 3D unpainted printed head sculpt (FIGURE NOT INCLUDED)",12,GBP,19,,,https://i.etsystatic.com/22049125/r/il/b4bd19/5882435268/il_fullxfull.5882435268_2k00.jpg,https://i.etsystatic.com/22049125/r/il/9d99a4/5882435328/il_fullxfull.5882435328_6iot.jpg,https://i.etsystatic.com/22049125/r/il/8b039d/5930514367/il_fullxfull.5930514367_sdza.jpg,,,,,,,,,,,,,,
"Darren the d!ckhead (unpainted face plate & head)***FIGURE NOT INCLUDED***","1x 3D printed and unpainted Darren the d!ckhead (face plate & head only)
***FIGURE NOT INCLUDED***",25,GBP,6,"head_sculpt,toy_prop,RDJ_custom_creations,6_inch_scale,accessories,1_12_scale,accessory_pack,3D_printed,custom,action_figure,toy_accessories",,https://i.etsystatic.com/22049125/r/il/d90a09/4833064823/il_fullxfull.4833064823_f9z7.jpg,https://i.etsystatic.com/22049125/r/il/ffdc40/4784801432/il_fullxfull.4784801432_rdyc.jpg,https://i.etsystatic.com/22049125/r/il/db001c/4784801376/il_fullxfull.4784801376_1u3a.jpg,,,,,,,,,,,,,,
"Movie menace glider (unpainted)","1x 3D printed unpainted movie menace glider only (figure NOT INCLUDED)",20,GBP,6,"RDJ_custom_creations,accessories,3D_printed,toy_props,action_figure,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/337144/3779292475/il_fullxfull.3779292475_b1g9.jpg,https://i.etsystatic.com/22049125/r/il/c1ede0/3731708788/il_fullxfull.3731708788_b0lc.jpg,https://i.etsystatic.com/22049125/r/il/85216b/3731708632/il_fullxfull.3731708632_k6hv.jpg,,,,,,,,,,,,,,
"Animated series Pedro Pecker head sculpt (FIGURE NOT INCLUDED)","1x 3D printed and painted animated series Pedro Pecker head sculpt (FIGURE NOT INCLUDED)",25,GBP,13,"Head_sculpt,accessories,toy_accessories,RDJ_custom_creations,6_inch_scale,custom_head_sculpt",,https://i.etsystatic.com/22049125/r/il/03bc37/4381552864/il_fullxfull.4381552864_3xj4.jpg,,,,,,,,,,,,,,,,
"Green menace helmet + 2 menace bombs","1:12 scale 3D printed Green menace helmet & 2x menace bombs (FIGURE NOT INCLUDED)",25,GBP,16,"3D_printed,6_inch_scale,action_figure,accessories,toy_accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/33d619/3290406712/il_fullxfull.3290406712_284j.jpg,https://i.etsystatic.com/22049125/r/il/1e51ae/3338103329/il_fullxfull.3338103329_7i93.jpg,https://i.etsystatic.com/22049125/r/il/1bcc22/3290406714/il_fullxfull.3290406714_66kd.jpg,,,,,,,,,,,,,,
"Alternate hand for Liquid alien","1x Alternate hand for liquid alien holding severed Insect guy (FIGURE NOT INCLUDED)",25,GBP,5,"custom_made,Head_sculpt,custom,effects,3D_printed,props,accessories,action_figure,accessory_pack,toy_accessories,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/b89d75/3329093637/il_fullxfull.3329093637_hrsa.jpg,https://i.etsystatic.com/22049125/r/il/bb75dc/3329093491/il_fullxfull.3329093491_m86a.jpg,https://i.etsystatic.com/22049125/r/il/47b8b2/3329093627/il_fullxfull.3329093627_9wrw.jpg,https://i.etsystatic.com/22049125/r/il/fd520b/3329093751/il_fullxfull.3329093751_jy2y.jpg,,,,,,,,,,,,,
"Classic Mischief god head","Unpainted 3D printed Classic Mischief god head sculpt 1:12 (please message me letting me know which body you plan to use it on)",15,GBP,5,"accessories,6_inch_scale,variant,3D_printed,custom_head_sculpt,RDJ_custom_creations,Head_sculpt,action_figure",,https://i.etsystatic.com/22049125/r/il/a7bed6/3248285705/il_fullxfull.3248285705_dbw8.jpg,,,,,,,,,,,,,,,,
"Blue cube & x5 super warrior juices","1:12 scale 3D printed blue cube and super warrior juices props",17.5,GBP,6,"6_inch_scale,tangible_effects,1_12_scale,action_figure,3D_printed,accessories,props",,https://i.etsystatic.com/22049125/r/il/cfbc11/3033200448/il_fullxfull.3033200448_13v8.jpg,https://i.etsystatic.com/22049125/r/il/f52e26/3080920055/il_fullxfull.3080920055_bsvn.jpg,,,,,,,,,,,,,,,
"Tory Stank movie head sculpt","Painted 1:12 head sculpt 
(Please specify which body you want it for)
FIGURE NOT INCLUDED",25,GBP,4,"alternate_head,3D_printed,miniature,6_inch_scale,Head_sculpt",,https://i.etsystatic.com/22049125/r/il/476b7b/2351746530/il_fullxfull.2351746530_d099.jpg,,,,,,,,,,,,,,,,
"Unpainted movie vampire hunter head sculpt (FIGURE NOT INCLUDED)","Unpainted 3D printed vampire hunter head sculpt (FIGURE NOT INCLUDED)",12,GBP,8,"Head_sculpt,toy_accessories,accessories,3D_printed,6_inch_scale,action_figure,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/c306c0/6208715843/il_fullxfull.6208715843_o6rc.jpg,https://i.etsystatic.com/22049125/r/il/9f56dc/6208715953/il_fullxfull.6208715953_4re0.jpg,https://i.etsystatic.com/22049125/r/il/61395d/6160650964/il_fullxfull.6160650964_3eft.jpg,https://i.etsystatic.com/22049125/r/il/f99b4a/6208716149/il_fullxfull.6208716149_3nlz.jpg,,,,,,,,,,,,,
"Rejected franchise card player sculpt (unpainted) ***FIGURE NOT INCLUDED***","Rejected franchise card player sculpt (unpainted) ***FIGURE NOT INCLUDED***
sculpted by gonz.studio",12,GBP,4,"alternate_head,1_12_scale,custom_head_sculpt,head_sculpt,toy_accessory,action_figure,RDJ_custom_creations,6_inch_scale,custom,toy_accessories,3D_printed,toy_props,accessories",,https://i.etsystatic.com/22049125/r/il/bd9458/6204891631/il_fullxfull.6204891631_fbr8.jpg,https://i.etsystatic.com/22049125/r/il/662c3a/6204892213/il_fullxfull.6204892213_nza3.jpg,https://i.etsystatic.com/22049125/r/il/92effb/6156818032/il_fullxfull.6156818032_skvt.jpg,,,,,,,,,,,,,,
"Fan cast feral man head sculpt (unpainted) ***FIGURE NOT INCLUDED***","fan cast feral man head sculpt (unpainted) ***FIGURE NOT INCLUDED***",12,GBP,4,"alternate_head,1_12_scale,custom_head_sculpt,head_sculpt,toy_accessory,action_figure,RDJ_custom_creations,6_inch_scale,custom,toy_accessories,3D_printed,toy_props,accessories",,https://i.etsystatic.com/22049125/r/il/f7c301/6204886313/il_fullxfull.6204886313_clcb.jpg,https://i.etsystatic.com/22049125/r/il/1e1419/6156815344/il_fullxfull.6156815344_j26z.jpg,https://i.etsystatic.com/22049125/r/il/a2038f/6204884709/il_fullxfull.6204884709_i57d.jpg,,,,,,,,,,,,,,
"Abandoned movie studio logo display piece","1x 3D printed and painted Abandoned movie studio logo display piece",45,GBP,4,,,https://i.etsystatic.com/22049125/r/il/c13647/5942481858/il_fullxfull.5942481858_7qc8.jpg,,,,,,,,,,,,,,,,
"Green menace Jr scarred head sculpt (unpainted) FIGURE NOT INCLUDED","1x 3D unpainted printed head sculpt (FIGURE NOT INCLUDED)",12,GBP,19,,,https://i.etsystatic.com/22049125/r/il/7bf0b6/5930520243/il_fullxfull.5930520243_te78.jpg,https://i.etsystatic.com/22049125/r/il/b9f20d/5930520317/il_fullxfull.5930520317_f2wn.jpg,https://i.etsystatic.com/22049125/r/il/efb257/5930520397/il_fullxfull.5930520397_rtby.jpg,,,,,,,,,,,,,,
"1x unpainted genocidal robot battle damaged head sculpt","1x unpainted genocidal robot battle damaged head sculpt sculpted by the talented @Jcirion3D",30,GBP,4,"toy_prop,toy_accessories,miniature,toy_props,accessories,toy_accessory,6_inch_scale,RDJ_custom_creations,action_figure,3D_printed",,https://i.etsystatic.com/22049125/r/il/f4780c/5912630943/il_fullxfull.5912630943_fvdl.jpg,https://i.etsystatic.com/22049125/r/il/45ef83/5864536118/il_fullxfull.5864536118_n36b.jpg,https://i.etsystatic.com/22049125/r/il/f095e9/5864536184/il_fullxfull.5864536184_rgf8.jpg,,,,,,,,,,,,,,
"Mercenary head sculpt (unpainted) ***FIGURE NOT INCLUDED***","pizza face head sculpt (unpainted) ***FIGURE NOT INCLUDED***",12,GBP,8,"alternate_head,1_12_scale,custom_head_sculpt,head_sculpt,toy_accessory,action_figure,RDJ_custom_creations,6_inch_scale,custom,toy_accessories,3D_printed,toy_props,accessories",,https://i.etsystatic.com/22049125/r/il/0f3b19/6156822134/il_fullxfull.6156822134_ogaf.jpg,https://i.etsystatic.com/22049125/r/il/a8574d/6204893941/il_fullxfull.6204893941_otbu.jpg,https://i.etsystatic.com/22049125/r/il/eb0acd/6204894065/il_fullxfull.6204894065_fd8p.jpg,https://i.etsystatic.com/22049125/r/il/3ece88/6156822502/il_fullxfull.6156822502_5koa.jpg,,,,,,,,,,,,,
"Store exclusive *** The comic king (FIGURE NOT INCLUDED)","1x 3D printed and painted king of comics head sculpt (FIGURE NOT INCLUDED) *** store exclusive sculpted by the talented Jcirion3d on Instagram",25,GBP,18,,,https://i.etsystatic.com/22049125/r/il/f72093/5267573555/il_fullxfull.5267573555_3hmq.jpg,https://i.etsystatic.com/22049125/r/il/04e0aa/5267573611/il_fullxfull.5267573611_ex7q.jpg,https://i.etsystatic.com/22049125/r/il/4c941b/5267573591/il_fullxfull.5267573591_lq3s.jpg,,,,,,,,,,,,,,
"Client request: amazing insect guy, time portal device, higher learning plaque, avocado plaque","A selection of 3D printed items procured by the client",70,GBP,6,,,https://i.etsystatic.com/22049125/r/il/1ffe50/5214776757/il_fullxfull.5214776757_b35a.jpg,,,,,,,,,,,,,,,,
"Darren the armoured d!ckhead (unpainted head)***FIGURE NOT INCLUDED***","1x 3D printed and unpainted Darren the armoured d!ckhead ( head only)
***FIGURE NOT INCLUDED***",25,GBP,3,"head_sculpt,toy_prop,RDJ_custom_creations,6_inch_scale,accessories,1_12_scale,accessory_pack,3D_printed,custom,action_figure,toy_accessories",,https://i.etsystatic.com/22049125/r/il/74f7aa/4973540728/il_fullxfull.4973540728_nc6p.jpg,https://i.etsystatic.com/22049125/r/il/ffd53a/4973540780/il_fullxfull.4973540780_hsad.jpg,,,,,,,,,,,,,,,
"Helmeted screaming feral man head sculpt (unpainted) ***FIGURE NOT INCLUDED***","3D printed helmeted screaming feral man head sculpt (unpainted) ***FIGURE NOT INCLUDED***",12,GBP,12,"accessories,toy_props,3D_printed,toy_accessories,custom,6_inch_scale,RDJ_custom_creations,action_figure,toy_accessory,head_sculpt,custom_head_sculpt,1_12_scale,alternate_head",,https://i.etsystatic.com/22049125/r/il/411793/4907034621/il_fullxfull.4907034621_8yn8.jpg,https://i.etsystatic.com/22049125/r/il/fd2410/4907021737/il_fullxfull.4907021737_16l2.jpg,https://i.etsystatic.com/22049125/r/il/25786e/4858765158/il_fullxfull.4858765158_fhjt.jpg,https://i.etsystatic.com/22049125/r/il/a10b86/4858765264/il_fullxfull.4858765264_oc9m.jpg,,,,,,,,,,,,,
"Zombie one eye v1 (unpainted) **FIGURE NOT INCLUDED**","3D printed zombie one eye head (FIGURE NOT INCLUDED)",12,GBP,5,"action_figure,6_inch_scale,3D_printed,RDJ_custom_creations,accessories,props,toy_accessories",,https://i.etsystatic.com/22049125/r/il/5e0ee5/4068291736/il_fullxfull.4068291736_4ptt.jpg,https://i.etsystatic.com/22049125/r/il/ed465a/4115937803/il_fullxfull.4115937803_4sqz.jpg,https://i.etsystatic.com/22049125/r/il/c81190/4068288070/il_fullxfull.4068288070_4mrg.jpg,,,,,,,,,,,,,,
"Zombie magnet man (Unpainted) **FIGURE NOT INCLUDED**","3D printed zombie magnet man head sculpt (unpainted) **FIGURE NOT INCLUDED**",12,GBP,5,"toy_accessories,props,accessories,RDJ_custom_creations,3D_printed,6_inch_scale,action_figure",,https://i.etsystatic.com/22049125/r/il/f26a5b/4115945243/il_fullxfull.4115945243_99pi.jpg,https://i.etsystatic.com/22049125/r/il/c5cebd/4115942469/il_fullxfull.4115942469_k8zc.jpg,https://i.etsystatic.com/22049125/r/il/59363e/4068292978/il_fullxfull.4068292978_hluv.jpg,,,,,,,,,,,,,,
"Zombie metal man (unpainted)***FIGURE NOT INCLUDED***","3D printed zombie metal man head sculpt (FIGURE NOT INCLUDED)",12,GBP,2,"accessories,props,toy_accessories,RDJ_custom_creations,3D_printed,6_inch_scale,action_figure",,https://i.etsystatic.com/22049125/r/il/a6b46e/4068281226/il_fullxfull.4068281226_hd1o.jpg,https://i.etsystatic.com/22049125/r/il/4a2487/4068276764/il_fullxfull.4068276764_76uq.jpg,https://i.etsystatic.com/22049125/r/il/5f3d04/4115926653/il_fullxfull.4115926653_7w77.jpg,,,,,,,,,,,,,,
"1:12 scale Weird events guitar (painted)","3D printed and painted Stranger thing guitar",13,GBP,18,"accessory_pack,toy_accessories,6_inch_scale,toy_prop,3D_printed,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/9d90a3/4058439866/il_fullxfull.4058439866_2mb3.jpg,,,,,,,,,,,,,,,,
"NYC digital wire frame hologram, hammer frog, large Mischief god accessory pack","3D printed hologram, large accessory pack & hammer frog",80,GBP,4,"3D_printed,toy_accessories,RDJ_custom_creations,toy_prop",,https://i.etsystatic.com/22049125/r/il/45e10b/3259806987/il_fullxfull.3259806987_c95m.jpg,https://i.etsystatic.com/22049125/r/il/edffa4/3212103272/il_fullxfull.3212103272_9drz.jpg,https://i.etsystatic.com/22049125/r/il/9645d1/3212103400/il_fullxfull.3212103400_qyl5.jpg,,,,,,,,,,,,,,
"Hammer frog","1x 3D printed painted hammer frog statue (not articulated)",15,GBP,4,"toy_accessories,toy_prop,props,3D_printed,action_figure,custom,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/3d8d8b/3259649263/il_fullxfull.3259649263_9245.jpg,https://i.etsystatic.com/22049125/r/il/993267/3259649615/il_fullxfull.3259649615_thfp.jpg,https://i.etsystatic.com/22049125/r/il/e89277/3211945410/il_fullxfull.3211945410_nxi3.jpg,,,,,,,,,,,,,,
